Anno;Periodo;Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;20;Abitazioni civili;NORMALE;P;3850;5450;L;10,2;14,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;20;Abitazioni civili;SCADENTE; ;3300;4750;L;8,7;12,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;20;Abitazioni civili;OTTIMO; ;5000;6750;L;13,2;18;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;21;Abitazioni di tipo economico;OTTIMO; ;4800;6400;L;16;21,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;21;Abitazioni di tipo economico;NORMALE;P;3600;5350;L;12;17,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;21;Abitazioni di tipo economico;SCADENTE; ;3000;3800;L;10;12,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;13;Box;;P;2300;3450;L;6,5;9,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;1;Ville e Villini;SCADENTE; ;3800;4550;L;12,2;14,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;1;Ville e Villini;NORMALE;P;4550;5050;L;14,7;16,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;1;Ville e Villini;OTTIMO; ;4850;6300;L;15,7;20,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;9;Magazzini;NORMALE;P;800;1100;L;4,7;6,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;5;Negozi;NORMALE;P;2900;4100;L;13;19;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;6;Uffici;OTTIMO;P;3550;4250;L;16,2;19,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;18;Uffici strutturati;OTTIMO;P;3800;4800;L;18,3;23;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B01;MI00000290;10;Laboratori;NORMALE;P;2000;2250;L;12;13,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;20;Abitazioni civili;SCADENTE; ;2950;3950;L;10,2;14;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;20;Abitazioni civili;OTTIMO; ;4500;6500;L;16;23;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;20;Abitazioni civili;NORMALE;P;3600;4850;L;12,7;17;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;21;Abitazioni di tipo economico;OTTIMO; ;3350;4400;L;12,5;16,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;21;Abitazioni di tipo economico;NORMALE;P;2700;3450;L;10,2;13;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;21;Abitazioni di tipo economico;SCADENTE; ;2100;2750;L;7,7;10,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;13;Box;;P;2200;3250;L;8,2;12,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;9;Magazzini;NORMALE;P;800;1100;L;4,7;6,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;5;Negozi;NORMALE;P;2500;3700;L;11,7;17,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;6;Uffici;OTTIMO;P;3200;3850;L;13,2;16;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;18;Uffici strutturati;OTTIMO;P;3100;4400;L;15,5;22;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B02;MI00000291;10;Laboratori;NORMALE;P;1400;1700;L;8,3;10,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;20;Abitazioni civili;SCADENTE; ;3300;4200;L;11,5;14,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;20;Abitazioni civili;OTTIMO; ;5100;7300;L;17,7;25,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;20;Abitazioni civili;NORMALE;P;3950;5400;L;13,7;18,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;21;Abitazioni di tipo economico;OTTIMO; ;4250;5500;L;16;20,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;21;Abitazioni di tipo economico;NORMALE;P;3300;4250;L;12,5;16;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;21;Abitazioni di tipo economico;SCADENTE; ;2600;3400;L;9,7;12,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;13;Box;;P;2500;3550;L;8,7;12,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;9;Magazzini;NORMALE;P;1200;1450;L;7;8,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;5;Negozi;NORMALE;P;3100;4500;L;14;20,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;6;Uffici;OTTIMO;P;3350;4400;L;14;18,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;18;Uffici strutturati;OTTIMO;P;3300;4800;L;16,3;23,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B03;MI00000292;10;Laboratori;NORMALE;P;1650;1950;L;9,8;11,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;20;Abitazioni civili;SCADENTE; ;4250;5100;L;11,2;13,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;20;Abitazioni civili;OTTIMO; ;6100;7850;L;16,2;20,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;20;Abitazioni civili;NORMALE;P;5100;6000;L;13,5;16;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;21;Abitazioni di tipo economico;OTTIMO; ;5050;6450;L;15,2;19,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;21;Abitazioni di tipo economico;NORMALE;P;4450;5550;L;13,5;16,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;21;Abitazioni di tipo economico;SCADENTE; ;3500;4450;L;10,5;13,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;13;Box;;P;2750;4050;L;9,2;13,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;9;Magazzini;NORMALE;P;850;1250;L;5;7,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;5;Negozi;NORMALE;P;3500;5200;L;16,2;24,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;6;Uffici;OTTIMO;P;3900;5300;L;16,2;22,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;18;Uffici strutturati;OTTIMO;P;4550;5900;L;21,7;28,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B04;MI00000293;10;Laboratori;NORMALE;P;1700;2100;L;10,3;12,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;20;Abitazioni civili;SCADENTE; ;3300;4100;L;11,5;14,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;20;Abitazioni civili;OTTIMO; ;4450;5900;L;15,5;20,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;20;Abitazioni civili;NORMALE;P;3750;4450;L;13;15,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;21;Abitazioni di tipo economico;OTTIMO; ;3600;4800;L;13,2;17,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;21;Abitazioni di tipo economico;NORMALE;P;3150;4100;L;11,5;15,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;21;Abitazioni di tipo economico;SCADENTE; ;2900;3750;L;10,7;13,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;13;Box;;P;2550;3550;L;11,2;15,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;9;Magazzini;NORMALE;P;1000;1200;L;6;7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;5;Negozi;NORMALE;P;3300;4850;L;16,2;23,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;6;Uffici;OTTIMO;P;3150;4300;L;13,5;18,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;18;Uffici strutturati;OTTIMO;P;3550;4900;L;18;25;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B05;MI00000294;10;Laboratori;NORMALE;P;1450;1800;L;8,8;10,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;20;Abitazioni civili;SCADENTE; ;2600;3350;L;10,2;13;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;20;Abitazioni civili;OTTIMO; ;4250;6100;L;16,5;24;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;20;Abitazioni civili;NORMALE;P;2850;4050;L;11;15,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;21;Abitazioni di tipo economico;OTTIMO; ;3000;4050;L;13;17,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;21;Abitazioni di tipo economico;NORMALE;P;2650;3150;L;11,5;13,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;21;Abitazioni di tipo economico;SCADENTE; ;2200;2900;L;9,5;12,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;13;Box;;P;2150;3150;L;9,5;14;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;9;Magazzini;NORMALE;P;750;950;L;4,5;5,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;5;Negozi;NORMALE;P;2300;3400;L;10,2;15,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;6;Uffici;OTTIMO;P;2650;3400;L;11,5;15;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;18;Uffici strutturati;OTTIMO;P;3100;4200;L;15,5;21;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B06;MI00000295;10;Laboratori;NORMALE;P;1100;1450;L;6,5;8,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;20;Abitazioni civili;SCADENTE; ;5750;6800;L;19,5;23;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;20;Abitazioni civili;OTTIMO; ;8500;11800;L;29;40,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;20;Abitazioni civili;NORMALE;P;6500;9500;L;22;32,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;21;Abitazioni di tipo economico;SCADENTE; ;5100;5650;L;18;20;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;21;Abitazioni di tipo economico;OTTIMO; ;6200;8650;L;22;30,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;21;Abitazioni di tipo economico;NORMALE;P;5400;6400;L;19;22,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;13;Box;;P;3850;5000;L;13,5;17,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;9;Magazzini;NORMALE;P;2300;3000;L;13,5;19,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;5;Negozi;OTTIMO; ;14000;20500;L;73;107;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;5;Negozi;NORMALE;P;7500;11200;L;39;58,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;6;Uffici;OTTIMO;P;5350;6900;L;26;34;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;18;Uffici strutturati;OTTIMO;P;5800;7500;L;27;35;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B11;MI00003227;10;Laboratori;NORMALE;P;2550;3500;L;15,3;21;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;20;Abitazioni civili;SCADENTE; ;4200;5300;L;14,5;18,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;20;Abitazioni civili;OTTIMO; ;5750;8200;L;20;29;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;20;Abitazioni civili;NORMALE;P;4900;6050;L;17;21,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;21;Abitazioni di tipo economico;SCADENTE; ;4000;5000;L;13,5;17;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;21;Abitazioni di tipo economico;OTTIMO; ;5150;6950;L;17,5;24;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;21;Abitazioni di tipo economico;NORMALE;P;4500;5550;L;15,5;19;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;13;Box;;P;3250;4850;L;11;16,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;9;Magazzini;NORMALE;P;1900;2350;L;11,3;13,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;5;Negozi;OTTIMO; ;5700;8500;L;30,5;45,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;5;Negozi;NORMALE;P;4100;5800;L;22;31,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;6;Uffici;OTTIMO;P;4100;5350;L;18;23,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;18;Uffici strutturati;OTTIMO;P;4400;5750;L;20,5;26,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B12;MI00003228;10;Laboratori;NORMALE;P;2300;2650;L;13,5;15,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;20;Abitazioni civili;SCADENTE; ;3600;4300;L;13;15,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;20;Abitazioni civili;OTTIMO; ;5000;6150;L;18;22;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;20;Abitazioni civili;NORMALE;P;4100;4850;L;14,8;17,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;21;Abitazioni di tipo economico;OTTIMO; ;4800;5800;L;16,8;20,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;21;Abitazioni di tipo economico;NORMALE;P;3850;4500;L;13,5;15,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;21;Abitazioni di tipo economico;SCADENTE; ;3200;3900;L;11,3;13,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;13;Box;;P;3000;4200;L;10,8;15;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;9;Magazzini;NORMALE;P;1600;2100;L;9,5;12,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;5;Negozi;NORMALE;P;3200;4650;L;16,5;24;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;6;Uffici;OTTIMO;P;3050;4100;L;14;18,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;18;Uffici strutturati;OTTIMO;P;4000;4900;L;19;23,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B13;MI00003232;10;Laboratori;NORMALE;P;1850;2300;L;10,8;13,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;20;Abitazioni civili;SCADENTE; ;4250;5050;L;14,5;17,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;20;Abitazioni civili;OTTIMO; ;5350;6500;L;18,3;22,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;20;Abitazioni civili;NORMALE;P;4800;5650;L;16,5;19,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;21;Abitazioni di tipo economico;SCADENTE; ;3700;4400;L;12,8;15,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;21;Abitazioni di tipo economico;OTTIMO; ;4600;5650;L;16;19,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;21;Abitazioni di tipo economico;NORMALE;P;4200;5050;L;14,5;17,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;13;Box;;P;3200;4650;L;10,5;15,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;9;Magazzini;NORMALE;P;1600;2100;L;9,5;12,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;5;Negozi;OTTIMO; ;9500;14000;L;50;73,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;5;Negozi;NORMALE;P;3850;5700;L;20,2;30;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;6;Uffici;OTTIMO;P;4050;5500;L;17,5;23,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;18;Uffici strutturati;OTTIMO;P;4350;6100;L;20,5;28,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;B;B14;MI00003237;10;Laboratori;NORMALE;P;2150;2600;L;12,5;15,3;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;20;Abitazioni civili;SCADENTE; ;1550;2250;L;5;7,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;20;Abitazioni civili;OTTIMO; ;2600;3500;L;8,5;11,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;20;Abitazioni civili;NORMALE;P;1900;2500;L;6,2;8,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;21;Abitazioni di tipo economico;OTTIMO; ;2250;2950;L;7,5;9,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;21;Abitazioni di tipo economico;NORMALE;P;1700;2250;L;5,5;7,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;21;Abitazioni di tipo economico;SCADENTE; ;1400;1950;L;4,5;6,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;13;Box;;P;1750;2550;L;6,5;9,7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;9;Magazzini;NORMALE;P;600;850;L;3,5;5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;5;Negozi;NORMALE;P;2050;2800;L;8,8;12;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;6;Uffici;OTTIMO;P;2000;2400;L;7,7;9,2;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;18;Uffici strutturati;OTTIMO;P;2200;3000;L;11,5;15,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;8;Capannoni industriali;NORMALE;P;750;950;L;4,5;5,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;7;Capannoni tipici;NORMALE;P;800;1000;L;4,7;5,8;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C01;MI00000296;10;Laboratori;NORMALE;P;850;1150;L;5,2;7;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;20;Abitazioni civili;SCADENTE; ;2300;2750;L;7;8,5;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;20;Abitazioni civili;OTTIMO; ;3200;4450;L;10;14;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;20;Abitazioni civili;NORMALE;P;2700;3550;L;8,5;11;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;21;Abitazioni di tipo economico;OTTIMO; ;2650;3700;L;8;11;L
2004;2 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;21;Abitazioni di tipo economico;NORMALE;P;2350;3100;L;7;9;L
